RX Date/Time,Angle(field 1),Motor Setpoint(field 2),Angle Error(field 3),Speed(field 4),Angle Setpoint(field 5),Speed Error(field 6),Battery voltage(field 7),Position(field 8),Speed Setpoint(field 9),Position Error(field 10)
2023/06/11/ 16:29:24::585,
Pitch:-0.02,
motorSetpoint:0.64,
robotFilteredLinearDPS:-0.13,
Max1:300,
Min1:-300,
PitchError:0.02,
Speed:-0.00,
angleSetpoint:0.00,
,
Max2:10,
Min2:-10,
speedError:0.13,
VBat:4.53,
Position:1,
SpeedSetpoint:0.00,
posError:-1
2023/06/11/ 16:29:24::606,
Pitch:-0.03,
motorSetpoint:0.77,
robotFilteredLinearDPS:-0.20,
Max1:300,
Min1:-300,
PitchError:0.03,
Speed:-0.00,
angleSetpoint:0.00,
,
Max2:10,
Min2:-10,
speedError:0.20,
VBat:4.54,
Position:1,
SpeedSetpoint:0.00,
posError:-1
2023/06/11/ 16:29:24::664,
Pitch:-0.03,
motorSetpoint:0.81,
robotFilteredLinearDPS:-0.26,
Max1:300,
Min1:-300,
PitchError:0.03,
Speed:-0.00,
angleSetpoint:0.00,
,
Max2:10,
Min2:-10,
speedError:0.26,
VBat:4.57,
Position:2,
SpeedSetpoint:0.00,
posError:-2
2023/06/11/ 16:29:24::665,
Pitch:-0.04,
motorSetpoint:0.96,
robotFilteredLinearDPS:-0.34,
Max1:300,
Min1:-300,
PitchError:0.04,
Speed:-0.00,
angleSetpoint:0.00,
,
Max2:10,
Min2:-10,
speedError:0.34,
VBat:4.54,
Position:2,
SpeedSetpoint:0.00,
posError:-2
2023/06/11/ 16:29:24::719,
Pitch:-0.04,
motorSetpoint:0.94,
robotFilteredLinearDPS:-0.40,
Max1:300,
Min1:-300,
PitchError:0.04,
Speed:-0.00,
angleSetpoint:0.00,
,
Max2:10,
Min2:-10,
speedError:0.40,
VBat:4.54,
Position:2,
SpeedSetpoint:0.00,
posError:-2
2023/06/11/ 16:29:24::720,
Pitch:-0.05,
motorSetpoint:1.28,
robotFilteredLinearDPS:-0.48,
Max1:300,
Min1:-300,
PitchError:0.05,
Speed:-0.00,
angleSetpoint:0.00,
,
Max2:10,
Min2:-10,
speedError:0.48,
VBat:4.52,
Position:3,
SpeedSetpoint:0.00,
posError:-3
2023/06/11/ 16:29:24::721,
Pitch:-0.06,
motorSetpoint:1.61,
robotFilteredLinearDPS:-0.62,
Max1:300,
Min1:-300,
PitchError:0.06,
Speed:-0.00,
angleSetpoint:0.00,
,
Max2:10,
Min2:-10,
speedError:0.62,
VBat:4.54,
Position:3,
SpeedSetpoint:0.00,
posError:-3
2023/06/11/ 16:29:24::779,
Pitch:-0.07,
motorSetpoint:1.76,
robotFilteredLinearDPS:-0.75,
Max1:300,
Min1:-300,
PitchError:0.07,
Speed:-0.00,
angleSetpoint:0.00,
,
Max2:10,
Min2:-10,
speedError:0.75,
VBat:4.54,
Position:4,
SpeedSetpoint:0.00,
posError:-4
2023/06/11/ 16:29:24::780,
Pitch:-0.09,
motorSetpoint:2.02,
robotFilteredLinearDPS:-0.90,
Max1:300,
Min1:-300,
PitchError:0.09,
Speed:-0.00,
angleSetpoint:0.00,
,
Max2:10,
Min2:-10,
speedError:0.90,
VBat:4.57,
Position:5,
SpeedSetpoint:0.00,
posError:-5
2023/06/11/ 16:29:24::781,
Pitch:-0.09,
motorSetpoint:2.27,
robotFilteredLinearDPS:-1.06,
Max1:300,
Min1:-300,
PitchError:0.10,
Speed:-0.00,
angleSetpoint:0.00,
,
Max2:10,
Min2:-10,
speedError:1.06,
VBat:4.55,
Position:6,
SpeedSetpoint:0.00,
posError:-6
2023/06/11/ 16:29:24::965,
Pitch:-0.12,
motorSetpoint:3.04,
robotFilteredLinearDPS:-1.26,
Max1:300,
Min1:-300,
PitchError:0.12,
Speed:-0.00,
angleSetpoint:0.00,
,
Max2:10,
Min2:-10,
speedError:1.26,
VBat:4.46,
Position:7,
SpeedSetpoint:0.00,
posError:-7
2023/06/11/ 16:29:24::965,
Pitch:-0.14,
motorSetpoint:3.65,
robotFilteredLinearDPS:-1.57,
Max1:300,
Min1:-300,
PitchError:0.14,
Speed:-0.00,
angleSetpoint:0.00,
,
Max2:10,
Min2:-10,
speedError:1.57,
VBat:4.48,
Position:9,
SpeedSetpoint:0.00,
posError:-9
2023/06/11/ 16:29:24::966,
Pitch:-0.16,
motorSetpoint:4.19,
robotFilteredLinearDPS:-1.89,
Max1:300,
Min1:-300,
PitchError:0.18,
Speed:-0.00,
angleSetpoint:0.00,
,
Max2:10,
Min2:-10,
speedError:1.89,
VBat:4.44,
Position:11,
SpeedSetpoint:0.00,
posError:-11
2023/06/11/ 16:29:24::966,
Pitch:-0.18,
motorSetpoint:4.58,
robotFilteredLinearDPS:-2.21,
Max1:300,
Min1:-300,
PitchError:0.20,
Speed:-0.00,
angleSetpoint:0.00,
,
Max2:10,
Min2:-10,
speedError:2.21,
VBat:4.54,
Position:13,
SpeedSetpoint:0.00,
posError:-13
2023/06/11/ 16:29:24::967,
Pitch:-0.23,
motorSetpoint:6.08,
robotFilteredLinearDPS:-2.61,
Max1:300,
Min1:-300,
PitchError:0.23,
Speed:-0.00,
angleSetpoint:0.00,
,
Max2:10,
Min2:-10,
speedError:2.61,
VBat:4.56,
Position:15,
SpeedSetpoint:0.00,
posError:-15
2023/06/11/ 16:29:24::967,
Pitch:-0.26,
motorSetpoint:6.86,
robotFilteredLinearDPS:-3.12,
Max1:300,
Min1:-300,
PitchError:0.29,
Speed:-0.00,
angleSetpoint:0.00,
,
Max2:10,
Min2:-10,
speedError:3.12,
VBat:4.46,
Position:18,
SpeedSetpoint:0.00,
posError:-18
2023/06/11/ 16:29:24::968,
Pitch:-0.29,
motorSetpoint:7.64,
robotFilteredLinearDPS:-3.66,
Max1:300,
Min1:-300,
PitchError:0.32,
Speed:-0.00,
angleSetpoint:0.00,
,
Max2:10,
Min2:-10,
speedError:3.66,
VBat:4.56,
Position:21,
SpeedSetpoint:0.00,
posError:-21
2023/06/11/ 16:29:24::969,
Pitch:-0.32,
motorSetpoint:8.37,
robotFilteredLinearDPS:-4.21,
Max1:300,
Min1:-300,
PitchError:0.35,
Speed:-0.00,
