RX Date/Time,Pitch(field 1),Motor Setpoint(field 2),Pitch Error(field 3),Pitch Setpoint(field 4)
Pitch: -1.5549914,MotorSetpoint: -7.8515306,PitchError: 0.0767621,PitchSetpoint: -1.4782293,
2023/06/16/ 23:22:47::843,
Pitch: -1.5358539,MotorSetpoint: -8.2609272,PitchError: 0.0576246,PitchSetpoint: -1.4782293,
2023/06/16/ 23:22:47::869,
Pitch: -1.5835969,MotorSetpoint: -6.9879742,PitchError: 0.1392275,PitchSetpoint: -1.4443694,
2023/06/16/ 23:22:47::922,
Pitch: -1.5520689,MotorSetpoint: -6.5961528,PitchError: 0.1076995,PitchSetpoint: -1.4443694,
2023/06/16/ 23:22:47::922,
Pitch: -1.5500230,MotorSetpoint: -6.2956448,PitchError: 0.1056535,PitchSetpoint: -1.4443694,
2023/06/16/ 23:22:47::959,
Pitch: -1.4849403,MotorSetpoint: -7.7073917,PitchError: -0.0180569,PitchSetpoint: -1.4097060,
2023/06/16/ 23:22:47::960,
Pitch: -1.2922014,MotorSetpoint: -12.0972729,PitchError: -0.1175046,PitchSetpoint: -1.4097060,
2023/06/16/ 23:22:48::017,
Pitch: -1.1707062,MotorSetpoint: -16.6299171,PitchError: -0.2389998,PitchSetpoint: -1.4097060,
2023/06/16/ 23:22:48::018,
Pitch: -1.1219474,MotorSetpoint: -20.0779190,PitchError: -0.2028254,PitchSetpoint: -1.3247728,
2023/06/16/ 23:22:48::018,
Pitch: -1.0107985,MotorSetpoint: -23.2899685,PitchError: -0.3139744,PitchSetpoint: -1.3247728,
2023/06/16/ 23:22:48::046,
Pitch: -0.9732796,MotorSetpoint: -27.0258617,PitchError: -0.3514932,PitchSetpoint: -1.3247728,
2023/06/16/ 23:22:48::048,
Pitch: -1.0215323,MotorSetpoint: -28.7388783,PitchError: -0.2150037,PitchSetpoint: -1.2365360,
2023/06/16/ 23:22:48::065,
Pitch: -0.9924807,MotorSetpoint: -29.8433533,PitchError: -0.1907824,PitchSetpoint: -1.2365360,
2023/06/16/ 23:22:48::091,
Pitch: -0.9292064,MotorSetpoint: -33.8706703,PitchError: -0.3073296,PitchSetpoint: -1.2365360,
2023/06/16/ 23:22:48::118,
Pitch: -0.9955930,MotorSetpoint: -34.8641624,PitchError: -0.1631479,PitchSetpoint: -1.1587409,
2023/06/16/ 23:22:48::137,
Pitch: -1.0373290,MotorSetpoint: -33.9701843,PitchError: -0.1214119,PitchSetpoint: -1.1587409,
2023/06/16/ 23:22:48::148,
Pitch: -0.9681112,MotorSetpoint: -37.3547707,PitchError: -0.1906297,PitchSetpoint: -1.1587409,
2023/06/16/ 23:22:48::179,
Pitch: -1.0369203,MotorSetpoint: -37.5093384,PitchError: -0.0528309,PitchSetpoint: -1.0897512,
2023/06/16/ 23:22:48::198,
Pitch: -1.0805647,MotorSetpoint: -35.9998856,PitchError: -0.0091865,PitchSetpoint: -1.0897512,
2023/06/16/ 23:22:48::212,
Pitch: -1.0111104,MotorSetpoint: -38.6262474,PitchError: 0.0870279,PitchSetpoint: -1.0897512,
2023/06/16/ 23:22:48::262,
Pitch: -1.2846898,MotorSetpoint: -32.4573860,PitchError: 0.2694207,PitchSetpoint: -1.0152690,
2023/06/16/ 23:22:48::262,
Pitch: -1.2850462,MotorSetpoint: -29.7124901,PitchError: 0.2697772,PitchSetpoint: -1.0152690,
2023/06/16/ 23:22:48::277,
Pitch: -1.5089041,MotorSetpoint: -22.3708401,PitchError: 0.4936351,PitchSetpoint: -1.0152690,
2023/06/16/ 23:22:48::306,
Pitch: -1.4157512,MotorSetpoint: -21.9814281,PitchError: 0.3924214,PitchSetpoint: -1.0233299,
2023/06/16/ 23:22:48::306,
Pitch: -1.3386767,MotorSetpoint: -21.9960785,PitchError: 0.3153468,PitchSetpoint: -1.0233299,
2023/06/16/ 23:22:48::333,
Pitch: -1.2498333,MotorSetpoint: -22.6841412,PitchError: 0.2265035,PitchSetpoint: -1.0233299,
2023/06/16/ 23:22:48::343,
Pitch: -1.1636223,MotorSetpoint: -23.9090080,PitchError: 0.0621214,PitchSetpoint: -1.0157957,
2023/06/16/ 23:22:48::371,
Pitch: -0.9700575,MotorSetpoint: -28.4370499,PitchError: -0.0457382,PitchSetpoint: -1.0157957,
2023/06/16/ 23:22:48::388,
Pitch: -0.8724155,MotorSetpoint: -31.8951530,PitchError: -0.1433802,PitchSetpoint: -1.0157957,
2023/06/16/ 23:22:48::423,
Pitch: -0.9524497,MotorSetpoint: -31.2458305,PitchError: -0.0504076,PitchSetpoint: -1.0028573,
2023/06/16/ 23:22:48::424,
Pitch: -1.0033931,MotorSetpoint: -30.4723301,PitchError: 0.0005357,PitchSetpoint: -1.0028573,
2023/06/16/ 23:22:48::443,
Pitch: -1.0080684,MotorSetpoint: -30.8497066,PitchError: 0.0052111,PitchSetpoint: -1.0028573,
2023/06/16/ 23:22:48::464,
Pitch: -1.0842887,MotorSetpoint: -29.2545013,PitchError: 0.0503384,PitchSetpoint: -1.0339503,
2023/06/16/ 23:22:48::484,
Pitch: -1.2348204,MotorSetpoint: -25.9387703,PitchError: 0.2008700,PitchSetpoint: -1.0339503,
2023/06/16/ 23:22:48::503,
Pitch: -1.3754487,MotorSetpoint: -21.1806984,PitchError: 0.3414984,PitchSetpoint: -1.0339503,
2023/06/16/ 23:22:48::524,
Pitch: -1.5199291,MotorSetpoint: -15.2856255,PitchError: 0.4642668,PitchSetpoint: -1.0556623,
2023/06/16/ 23:22:48::551,
Pitch: -1.5153177,MotorSetpoint: -12.9449234,PitchError: 0.4596554,PitchSetpoint: -1.0556623,
2023/06/16/ 23:22:48::563,
Pitch: -1.5143180,MotorSetpoint: -10.0588808,PitchError: 0.4586557,PitchSetpoint: -1.0556623,
2023/06/16/ 23:22:48::584,
Pitch: -1.4065026,MotorSetpoint: -10.0287762,PitchError: 0.2855515,PitchSetpoint: -1.1209511,
2023/06/16/ 23:22:48::605,
Pitch: -1.3792485,MotorSetpoint: -10.3151922,PitchError: 0.2582974,PitchSetpoint: -1.1209511,
2023/06/16/ 23:22:48::623,
Pitch: -1.3148502,MotorSetpoint: -10.4701138,PitchError: 0.1938992,PitchSetpoint: -1.1209511,
2023/06/16/ 23:22:48::643,
Pitch: -1.3167279,MotorSetpoint: -9.2667952,PitchError: 0.1457915,PitchSetpoint: -1.1709363,
2023/06/16/ 23:22:48::665,
Pitch: -1.3217230,MotorSetpoint: -9.3006859,PitchError: 0.1507866,PitchSetpoint: -1.1709363,
2023/06/16/ 23:22:48::684,
Pitch: -1.3507576,MotorSetpoint: -7.6328564,PitchError: 0.1798213,PitchSetpoint: -1.1709363,
2023/06/16/ 23:22:48::704,
Pitch: -1.3526874,MotorSetpoint: -6.4754405,PitchError: 0.1222093,PitchSetpoint: -1.2304780,
2023/06/16/ 23:22:48::728,
Pitch: -1.3851205,MotorSetpoint: -6.0730867,PitchError: 0.1546425,PitchSetpoint: -1.2304780,
2023/06/16/ 23:22:48::743,
Pitch: -1.3371738,MotorSetpoint: -6.4124527,PitchError: 0.1066958,PitchSetpoint: -1.2304780,
2023/06/16/ 23:22:48::764,
Pitch: -1.3047798,MotorSetpoint: -6.6600943,PitchError: 0.0443225,PitchSetpoint: -1.2604573,
2023/06/16/ 23:22:48::787,
Pitch: -1.2338259,MotorSetpoint: -8.9877110,PitchError: -0.0266314,PitchSetpoint: -1.2604573,
2023/06/16/ 23:22:48::803,
Pitch: -1.2312580,MotorSetpoint: -9.3689194,PitchError: -0.0291992,PitchSetpoint: -1.2604573,
2023/06/16/ 23:22:48::823,
Pitch: -1.2464343,MotorSetpoint: -9.2904119,PitchError: -0.0423946,PitchSetpoint: -1.2888290,
2023/06/16/ 23:22:48::843,
Pitch: -1.2873638,MotorSetpoint: -9.1765175,PitchError: -0.0014652,PitchSetpoint: -1.2888290,
2023/06/16/ 23:22:48::863,
Pitch: -1.2901624,MotorSetpoint: -9.2380810,PitchError: 0.0013335,PitchSetpoint: -1.2888290,
2023/06/16/ 23:22:48::883,
Pitch: -1.3038292,MotorSetpoint: -8.9851151,PitchError: 0.0061274,PitchSetpoint: -1.2977018,
2023/06/16/ 23:22:48::903,
Pitch: -1.3037549,MotorSetpoint: -9.2464523,PitchError: 0.0060531,PitchSetpoint: -1.2977018,
2023/06/16/ 23:22:48::924,
Pitch: -1.2991904,MotorSetpoint: -9.4519396,PitchError: 0.0014886,PitchSetpoint: -1.2977018,
2023/06/16/ 23:22:48::944,
Pitch: -1.2760396,MotorSetpoint: -10.1933746,PitchError: -0.0222950,PitchSetpoint: -1.2983346,
2023/06/16/ 23:22:48::963,
Pitch: -1.2558211,MotorSetpoint: -11.0390282,PitchError: -0.0425135,PitchSetpoint: -1.2983346,
2023/06/16/ 23:22:48::983,
Pitch: -1.2409775,MotorSetpoint: -11.8741693,PitchError: -0.0573571,PitchSetpoint: -1.2983346,
2023/06/16/ 23:22:49::003,
Pitch: -1.2549491,MotorSetpoint: -12.0395451,PitchError: -0.0451921,PitchSetpoint: -1.3001412,
2023/06/16/ 23:22:49::024,
Pitch: -1.2781125,MotorSetpoint: -11.9099207,PitchError: -0.0220287,PitchSetpoint: -1.3001412,
2023/06/16/ 23:22:49::045,
Pitch: -1.3131826,MotorSetpoint: -11.2592373,PitchError: 0.0130414,PitchSetpoint: -1.3001412,
2023/06/16/ 23:22:49::063,
Pitch: -1.3491545,MotorSetpoint: -10.3338127,PitchError: 0.0441027,PitchSetpoint: -1.3050518,
2023/06/16/ 23:22:49::083,
Pitch: -1.3699647,MotorSetpoint: -9.6920443,PitchError: 0.0649129,PitchSetpoint: -1.3050518,
2023/06/16/ 23:22:49::104,
Pitch: -1.3665591,MotorSetpoint: -9.4540682,PitchError: 0.0615073,PitchSetpoint: -1.3050518,
2023/06/16/ 23:22:49::123,
Pitch: -1.3793786,MotorSetpoint: -8.7944241,PitchError: 0.0743268,PitchSetpoint: -1.3050518,
2023/06/16/ 23:22:49::143,
Pitch: -1.3833733,MotorSetpoint: -8.2754793,PitchError: 0.0605370,PitchSetpoint: -1.3228363,
2023/06/16/ 23:22:49::166,
Pitch: -1.4128211,MotorSetpoint: -7.5125203,PitchError: 0.0899848,PitchSetpoint: -1.3228363,
2023/06/16/ 23:22:49::184,
Pitch: -1.4304540,MotorSetpoint: -6.4959760,PitchError: 0.1076177,PitchSetpoint: -1.3228363,
2023/06/16/ 23:22:49::202,
Pitch: -1.5081519,MotorSetpoint: -3.7157168,PitchError: 0.1724060,PitchSetpoint: -1.3357459,
2023/06/16/ 23:22:49::225,
Pitch: -1.5070645,MotorSetpoint: -2.8502042,PitchError: 0.1713185,PitchSetpoint: -1.3357459,
2023/06/16/ 23:22:49::244,
Pitch: -1.4509383,MotorSetpoint: -3.2086360,PitchError: 0.1151924,PitchSetpoint: -1.3357459,
2023/06/16/ 23:22:49::263,
Pitch: -1.4228169,MotorSetpoint: -3.1951182,PitchError: 0.0663300,PitchSetpoint: -1.3564869,
2023/06/16/ 23:22:49::284,
Pitch: -1.4004730,MotorSetpoint: -3.7780635,PitchError: 0.0439861,PitchSetpoint: -1.3564869,
2023/06/16/ 23:22:49::303,
Pitch: -1.3843387,MotorSetpoint: -3.9321516,PitchError: 0.0278518,PitchSetpoint: -1.3564869,
2023/06/16/ 23:22:49::324,
Pitch: -1.3511059,MotorSetpoint: -4.6613784,PitchError: -0.0116540,PitchSetpoint: -1.3627599,
2023/06/16/ 23:22:49::344,
Pitch: -1.2997869,MotorSetpoint: -6.2872310,PitchError: -0.0629730,PitchSetpoint: -1.3627599,
2023/06/16/ 23:22:49::364,
Pitch: -1.2700391,MotorSetpoint: -7.5737066,PitchError: -0.0927209,PitchSetpoint: -1.3627599,
2023/06/16/ 23:22:49::384,
Pitch: -1.2638400,MotorSetpoint: -8.4424934,PitchError: -0.0855683,PitchSetpoint: -1.3494083,
2023/06/16/ 23:22:49::404,
Pitch: -1.2359627,MotorSetpoint: -9.5908318,PitchError: -0.1134455,PitchSetpoint: -1.3494083,
2023/06/16/ 23:22:49::431,
Pitch: -1.2144630,MotorSetpoint: -11.0426483,PitchError: -0.1349453,PitchSetpoint: -1.3494083,
2023/06/16/ 23:22:49::443,
Pitch: -1.1867578,MotorSetpoint: -12.8287745,PitchError: -0.1397073,PitchSetpoint: -1.3264651,
2023/06/16/ 23:22:49::464,
Pitch: -1.1690081,MotorSetpoint: -13.9363184,PitchError: -0.1574570,PitchSetpoint: -1.3264651,
2023/06/16/ 23:22:49::485,
Pitch: -1.2431928,MotorSetpoint: -13.1530733,PitchError: -0.0832723,PitchSetpoint: -1.3264651,
2023/06/16/ 23:22:49::505,
Pitch: -1.2848327,MotorSetpoint: -12.7334070,PitchError: -0.0222405,PitchSetpoint: -1.3070732,
2023/06/16/ 23:22:49::523,
Pitch: -1.2893893,MotorSetpoint: -12.5017004,PitchError: -0.0176840,PitchSetpoint: -1.3070732,
2023/06/16/ 23:22:49::544,
Pitch: -1.2889487,MotorSetpoint: -12.7626705,PitchError: -0.0181246,PitchSetpoint: -1.3070732,
2023/06/16/ 23:22:49::563,
Pitch: -1.2606871,MotorSetpoint: -13.7825289,PitchError: -0.0067247,PitchSetpoint: -1.2674118,
2023/06/16/ 23:22:49::584,
Pitch: -1.1794825,MotorSetpoint: -15.3676167,PitchError: -0.0879294,PitchSetpoint: -1.2674118,
2023/06/16/ 23:22:49::604,
Pitch: -1.0886592,MotorSetpoint: -18.5919437,PitchError: -0.1787527,PitchSetpoint: -1.2674118,
2023/06/16/ 23:22:49::624,
Pitch: -1.0025467,MotorSetpoint: -22.3513298,PitchError: -0.2248589,PitchSetpoint: -1.2274055,
2023/06/16/ 23:22:49::643,
Pitch: -0.9740466,MotorSetpoint: -24.1031342,PitchError: -0.2533590,PitchSetpoint: -1.2274055,
2023/06/16/ 23:22:49::666,
Pitch: -0.9937857,MotorSetpoint: -25.5754662,PitchError: -0.2336198,PitchSetpoint: -1.2274055,
2023/06/16/ 23:22:49::683,
Pitch: -0.9800314,MotorSetpoint: -27.8386879,PitchError: -0.1746509,PitchSetpoint: -1.1546823,
2023/06/16/ 23:22:49::704,
Pitch: -0.9310185,MotorSetpoint: -29.2090073,PitchError: -0.2236638,PitchSetpoint: -1.1546823,
2023/06/16/ 23:22:49::730,
Pitch: -1.0475031,MotorSetpoint: -27.9191685,PitchError: -0.1071792,PitchSetpoint: -1.1546823,
2023/06/16/ 23:22:49::743,
Pitch: -1.0524493,MotorSetpoint: -28.8356972,PitchError: -0.0571421,PitchSetpoint: -1.1095915,
2023/06/16/ 23:22:49::763,
Pitch: -1.0343812,MotorSetpoint: -29.1290607,PitchError: -0.0752103,PitchSetpoint: -1.1095915,
2023/06/16/ 23:22:49::790,
Pitch: -1.0965122,MotorSetpoint: -28.2866459,PitchError: -0.0130793,PitchSetpoint: -1.1095915,
2023/06/16/ 23:22:49::803,
Pitch: -1.0718431,MotorSetpoint: -29.3566914,PitchError: 0.0321437,PitchSetpoint: -1.0396994,
2023/06/16/ 23:22:49::823,
Pitch: -0.9681373,MotorSetpoint: -30.8534851,PitchError: -0.0715622,PitchSetpoint: -1.0396994,
2023/06/16/ 23:22:49::844,
Pitch: -1.0341132,MotorSetpoint: -29.8932114,PitchError: -0.0055863,PitchSetpoint: -1.0396994,
2023/06/16/ 23:22:49::863,
Pitch: -1.0780083,MotorSetpoint: -29.0634575,PitchError: 0.0677588,PitchSetpoint: -1.0102495,
2023/06/16/ 23:22:49::883,
Pitch: -1.0721637,MotorSetpoint: -28.4680691,PitchError: 0.0619142,PitchSetpoint: -1.0102495,
2023/06/16/ 23:22:49::904,
Pitch: -1.1900489,MotorSetpoint: -25.1439075,PitchError: 0.1797994,PitchSetpoint: -1.0102495,
2023/06/16/ 23:22:49::924,
Pitch: -1.1901993,MotorSetpoint: -24.1553974,PitchError: 0.2020079,PitchSetpoint: -0.9881914,
2023/06/16/ 23:22:49::944,
Pitch: -1.1136035,MotorSetpoint: -24.6298676,PitchError: 0.1254121,PitchSetpoint: -0.9881914,
2023/06/16/ 23:22:49::963,
Pitch: -1.1302938,MotorSetpoint: -23.5487347,PitchError: 0.1421025,PitchSetpoint: -0.9881914,
2023/06/16/ 23:22:49::984,
Pitch: -1.1652751,MotorSetpoint: -21.8392067,PitchError: 0.1666781,PitchSetpoint: -0.9985970,
2023/06/16/ 23:22:50::003,
Pitch: -1.1673514,MotorSetpoint: -21.0373211,PitchError: 0.1687544,PitchSetpoint: -0.9985970,
2023/06/16/ 23:22:50::023,
Pitch: -1.1520923,MotorSetpoint: -20.4654922,PitchError: 0.1534954,PitchSetpoint: -0.9985970,
2023/06/16/ 23:22:50::044,
Pitch: -1.1336278,MotorSetpoint: -20.0735245,PitchError: 0.1491898,PitchSetpoint: -0.9844380,
2023/06/16/ 23:22:50::064,
Pitch: -1.0279120,MotorSetpoint: -21.7799511,PitchError: 0.0434740,PitchSetpoint: -0.9844380,
2023/06/16/ 23:22:50::084,
Pitch: -0.9494489,MotorSetpoint: -23.7772446,PitchError: -0.0349891,PitchSetpoint: -0.9844380,
2023/06/16/ 23:22:50::105,
Pitch: -0.7681672,MotorSetpoint: -29.1215096,PitchError: -0.1908299,PitchSetpoint: -0.9589971,
2023/06/16/ 23:22:50::123,
Pitch: -0.6698154,MotorSetpoint: -32.8376541,PitchError: -0.2891817,PitchSetpoint: -0.9589971,
2023/06/16/ 23:22:50::143,
Pitch: -0.6580275,MotorSetpoint: -35.4439468,PitchError: -0.3009695,PitchSetpoint: -0.9589971,
2023/06/16/ 23:22:50::169,
Pitch: -0.6255074,MotorSetpoint: -38.7258759,PitchError: -0.2801651,PitchSetpoint: -0.9056726,
2023/06/16/ 23:22:50::183,
Pitch: -0.7376871,MotorSetpoint: -36.9055862,PitchError: -0.1679854,PitchSetpoint: -0.9056726,
2023/06/16/ 23:22:50::204,
Pitch: -0.9128665,MotorSetpoint: -33.6648178,PitchError: 0.0071940,PitchSetpoint: -0.9056726,
2023/06/16/ 23:22:50::225,
Pitch: -0.8944417,MotorSetpoint: -34.4262314,PitchError: -0.0737760,PitchSetpoint: -0.9682177,
2023/06/16/ 23:22:50::244,
Pitch: -1.1387441,MotorSetpoint: -29.8946476,PitchError: 0.1705264,PitchSetpoint: -0.9682177,
2023/06/16/ 23:22:50::264,
Pitch: -1.2295111,MotorSetpoint: -26.5213718,PitchError: 0.2612935,PitchSetpoint: -0.9682177,
2023/06/16/ 23:22:50::288,
Pitch: -1.2736833,MotorSetpoint: -23.7402420,PitchError: 0.2460586,PitchSetpoint: -1.0276247,
2023/06/16/ 23:22:50::304,
Pitch: -1.4463631,MotorSetpoint: -18.7423172,PitchError: 0.4187384,PitchSetpoint: -1.0276247,
2023/06/16/ 23:22:50::323,
Pitch: -1.3529834,MotorSetpoint: -18.4985638,PitchError: 0.3253586,PitchSetpoint: -1.0276247,
2023/06/16/ 23:22:50::344,
Pitch: -1.2153413,MotorSetpoint: -20.0847797,PitchError: 0.1723018,PitchSetpoint: -1.0430396,
2023/06/16/ 23:22:50::363,
Pitch: -1.1474456,MotorSetpoint: -21.1571007,PitchError: 0.1044060,PitchSetpoint: -1.0430396,
2023/06/16/ 23:22:50::383,
Pitch: -1.0838772,MotorSetpoint: -22.2754707,PitchError: 0.0408376,PitchSetpoint: -1.0430396,
2023/06/16/ 23:22:50::404,
Pitch: -1.0251951,MotorSetpoint: -23.7086754,PitchError: -0.0226625,PitchSetpoint: -1.0478576,
2023/06/16/ 23:22:50::424,
Pitch: -0.9835091,MotorSetpoint: -25.2302837,PitchError: -0.0643486,PitchSetpoint: -1.0478576,
2023/06/16/ 23:22:50::443,
Pitch: -0.8639907,MotorSetpoint: -29.0671921,PitchError: -0.1838669,PitchSetpoint: -1.0478576,
2023/06/16/ 23:22:50::463,
Pitch: -0.9147925,MotorSetpoint: -29.1553898,PitchError: -0.1253198,PitchSetpoint: -1.0401124,
2023/06/16/ 23:22:50::483,
Pitch: -0.9560840,MotorSetpoint: -28.9440346,PitchError: -0.0840284,PitchSetpoint: -1.0401124,
2023/06/16/ 23:22:50::504,
Pitch: -0.9216855,MotorSetpoint: -30.6540165,PitchError: -0.1184269,PitchSetpoint: -1.0401124,
2023/06/16/ 23:22:50::523,
Pitch: -1.0086701,MotorSetpoint: -29.3305893,PitchError: -0.0250137,PitchSetpoint: -1.0336838,
2023/06/16/ 23:22:50::543,
Pitch: -1.0638694,MotorSetpoint: -28.0798836,PitchError: 0.0301856,PitchSetpoint: -1.0336838,
2023/06/16/ 23:22:50::563,
Pitch: -1.0371656,MotorSetpoint: -28.7823868,PitchError: 0.0034819,PitchSetpoint: -1.0336838,
2023/06/16/ 23:22:50::583,
Pitch: -1.0977026,MotorSetpoint: -27.3099155,PitchError: 0.0642910,PitchSetpoint: -1.0334116,
2023/06/16/ 23:22:50::604,
Pitch: -1.1133864,MotorSetpoint: -26.6093769,PitchError: 0.0799748,PitchSetpoint: -1.0334116,
2023/06/16/ 23:22:50::623,
Pitch: -1.0636786,MotorSetpoint: -27.5670395,PitchError: 0.0302670,PitchSetpoint: -1.0334116,
2023/06/16/ 23:22:50::644,
Pitch: -1.1226112,MotorSetpoint: -25.9304485,PitchError: 0.1011498,PitchSetpoint: -1.0214614,
2023/06/16/ 23:22:50::664,
Pitch: -1.0995847,MotorSetpoint: -25.7637539,PitchError: 0.0781233,PitchSetpoint: -1.0214614,
2023/06/16/ 23:22:50::683,
Pitch: -1.1034920,MotorSetpoint: -25.2618332,PitchError: 0.0820307,PitchSetpoint: -1.0214614,
2023/06/16/ 23:22:50::707,
Pitch: -1.0805223,MotorSetpoint: -25.4523354,PitchError: 0.0132594,PitchSetpoint: -1.0672629,
2023/06/16/ 23:22:50::726,
Pitch: -1.1882836,MotorSetpoint: -23.4984283,PitchError: 0.1210207,PitchSetpoint: -1.0672629,
2023/06/16/ 23:22:50::743,
Pitch: -1.2046478,MotorSetpoint: -22.3281441,PitchError: 0.1373849,PitchSetpoint: -1.0672629,
2023/06/16/ 23:22:50::763,
Pitch: -1.1650932,MotorSetpoint: -22.5433350,PitchError: 0.0673583,PitchSetpoint: -1.0977349,
2023/06/16/ 23:22:50::783,
Pitch: -1.2160695,MotorSetpoint: -21.4019852,PitchError: 0.1183345,PitchSetpoint: -1.0977349,
2023/06/16/ 23:22:50::803,
Pitch: -1.1925422,MotorSetpoint: -21.2964764,PitchError: 0.0948073,PitchSetpoint: -1.0977349,
2023/06/16/ 23:22:50::823,
Pitch: -1.1830345,MotorSetpoint: -20.9685993,PitchError: 0.1034622,PitchSetpoint: -1.0795723,
2023/06/16/ 23:22:50::843,
Pitch: -1.0811046,MotorSetpoint: -22.7121334,PitchError: 0.0015323,PitchSetpoint: -1.0795723,
2023/06/16/ 23:22:50::863,
Pitch: -1.0788592,MotorSetpoint: -22.8410187,PitchError: -0.0007131,PitchSetpoint: -1.0795723,
2023/06/16/ 23:22:50::883,
Pitch: -1.1150115,MotorSetpoint: -21.9453411,PitchError: 0.0256603,PitchSetpoint: -1.0893512,
2023/06/16/ 23:22:50::904,
Pitch: -1.1640437,MotorSetpoint: -20.7053986,PitchError: 0.0746925,PitchSetpoint: -1.0893512,
2023/06/16/ 23:22:50::924,
Pitch: -1.1120687,MotorSetpoint: -21.6515770,PitchError: 0.0227175,PitchSetpoint: -1.0893512,
2023/06/16/ 23:22:50::944,
Pitch: -1.2364818,MotorSetpoint: -18.1843872,PitchError: 0.1223505,PitchSetpoint: -1.1141313,
2023/06/16/ 23:22:50::964,
Pitch: -1.2850776,MotorSetpoint: -16.5453434,PitchError: 0.1709462,PitchSetpoint: -1.1141313,
2023/06/16/ 23:22:50::984,
Pitch: -1.3360093,MotorSetpoint: -13.9852686,PitchError: 0.2218779,PitchSetpoint: -1.1141313,
2023/06/16/ 23:22:51::003,
Pitch: -1.3257380,MotorSetpoint: -12.6999922,PitchError: 0.2028143,PitchSetpoint: -1.1229236,
2023/06/16/ 23:22:51::023,
Pitch: -1.1921880,MotorSetpoint: -13.8133011,PitchError: 0.0692644,PitchSetpoint: -1.1229236,
2023/06/16/ 23:22:51::050,
Pitch: -1.0813357,MotorSetpoint: -17.2141399,PitchError: -0.0415879,PitchSetpoint: -1.1229236,
