RX Date/Time,Angle(field 1),Motor Setpoint(field 2),Angle Error(field 3),Speed(field 4),Angle Setpoint(field 5),Speed Error(field 6),Battery voltage(field 7),Position(field 8),Speed Setpoint(field 9),Position Error(field 10),AKp(field 11),AKi(field 12),AKd(field 13),SKp(field 14),SKi(field 15),SKd(field 16)
2023/06/16/ 23:14:03::798,
Pitch: -16.6273117,,,,,,,,,,,,,,
2023/06/16/ 23:14:03::820,
Pitch: -16.7731190,,,,,,,,,,,,,,
2023/06/16/ 23:14:03::841,
Pitch: -17.0819340,,,,,,,,,,,,,,
2023/06/16/ 23:14:03::858,
Pitch: -17.2360630,,,,,,,,,,,,,,
2023/06/16/ 23:14:03::874,
Pitch: -17.3898182,,,,,,,,,,,,,,
2023/06/16/ 23:14:03::900,
Pitch: -17.5497665,,,,,,,,,,,,,,
2023/06/16/ 23:14:03::918,
Pitch: -17.6859913,,,,,,,,,,,,,,
2023/06/16/ 23:14:03::939,
Pitch: -17.8237267,,,,,,,,,,,,,,
2023/06/16/ 23:14:03::971,
Pitch: -17.9713554,,,,,,,,,,,,,,
2023/06/16/ 23:14:03::972,
Pitch: -18.2628098,,,,,,,,,,,,,,
2023/06/16/ 23:14:03::988,
Pitch: -18.4194469,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::020,
Pitch: -18.5716228,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::042,
Pitch: -18.7211533,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::047,
Pitch: -18.8739700,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::089,
Pitch: -19.0131741,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::098,
Pitch: -19.1709137,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::106,
Pitch: -19.4233379,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::138,
Pitch: -19.5460873,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::171,
Pitch: -19.7077198,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::173,
Pitch: -19.8568363,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::188,
Pitch: -20.0198975,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::216,
Pitch: -20.1767006,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::231,
Pitch: -20.3298512,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::250,
Pitch: -20.5849857,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::282,
Pitch: -20.7418118,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::299,
Pitch: -20.8994236,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::314,
Pitch: -21.0565968,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::342,
Pitch: -21.2140579,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::364,
Pitch: -21.3643551,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::374,
Pitch: -21.4841480,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::408,
Pitch: -21.7421074,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::412,
Pitch: -21.8727188,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::428,
Pitch: -22.0261192,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::479,
Pitch: -22.1650352,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::479,
Pitch: -22.3013840,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::496,
Pitch: -22.4562836,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::534,
Pitch: -22.5982094,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::537,
Pitch: -22.8737755,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::562,
Pitch: -23.0232258,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::598,
Pitch: -23.1672325,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::601,
Pitch: -23.3083725,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::627,
Pitch: -23.4407959,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::634,
Pitch: -23.5638046,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::664,
Pitch: -23.7075443,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::680,
Pitch: -23.9596214,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::703,
Pitch: -24.0868206,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::720,
Pitch: -24.2111149,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::737,
Pitch: -24.3518200,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::753,
Pitch: -24.4897270,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::780,
Pitch: -24.6196327,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::801,
Pitch: -24.7590008,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::818,
Pitch: -25.0114632,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::846,
Pitch: -25.1376381,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::857,
Pitch: -25.2516022,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::881,
Pitch: -25.3807125,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::912,
Pitch: -25.5010452,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::924,
Pitch: -25.6189728,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::944,
Pitch: -25.7406006,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::977,
Pitch: -26.0122166,,,,,,,,,,,,,,
2023/06/16/ 23:14:04::984,
Pitch: -26.1343861,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::005,
Pitch: -26.2804966,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::038,
Pitch: -26.4105606,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::040,
Pitch: -26.5552559,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::073,
Pitch: -26.6800632,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::081,
Pitch: -26.8173103,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::100,
Pitch: -27.0735168,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::123,
Pitch: -27.1867447,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::140,
Pitch: -27.3108482,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::164,
Pitch: -27.4218693,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::182,
Pitch: -27.5257244,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::219,
Pitch: -27.6468506,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::220,
Pitch: -27.7691708,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::241,
Pitch: -27.9929276,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::265,
Pitch: -28.1146240,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::284,
Pitch: -28.2406044,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::306,
Pitch: -28.3713646,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::322,
Pitch: -28.5050945,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::351,
Pitch: -28.6279335,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::362,
Pitch: -28.7563019,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::383,
Pitch: -29.0280762,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::409,
Pitch: -29.1490536,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::426,
Pitch: -29.2475204,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::442,
Pitch: -29.3607979,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::481,
Pitch: -29.4749851,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::482,
Pitch: -29.6035690,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::512,
Pitch: -29.7397804,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::532,
Pitch: -29.9707565,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::539,
Pitch: -30.0759087,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::564,
Pitch: -30.1820908,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::610,
Pitch: -30.2917862,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::611,
Pitch: -30.4229507,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::621,
Pitch: -30.5286694,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::667,
Pitch: -30.6451664,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::667,
Pitch: -30.8956165,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::682,
Pitch: -31.0216389,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::724,
Pitch: -31.1350727,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::724,
Pitch: -31.2255192,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::745,
Pitch: -31.3453007,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::765,
Pitch: -31.4587402,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::791,
Pitch: -31.5687180,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::801,
Pitch: -31.8116665,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::823,
Pitch: -31.9254684,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::846,
Pitch: -32.0288391,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::862,
Pitch: -32.1275787,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::881,
Pitch: -32.2488632,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::908,
Pitch: -32.3544807,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::928,
Pitch: -32.4558868,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::940,
Pitch: -32.6688652,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::969,
Pitch: -32.7763786,,,,,,,,,,,,,,
2023/06/16/ 23:14:05::980,
Pitch: -32.8877945,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::003,
Pitch: -33.0068817,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::028,
Pitch: -33.1323013,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::039,
Pitch: -33.2145691,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::059,
Pitch: -33.3114662,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::088,
Pitch: -33.5209351,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::099,
Pitch: -33.6212807,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::120,
Pitch: -33.7286110,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::140,
Pitch: -33.8483124,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::159,
Pitch: -33.9254799,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::179,
Pitch: -34.0161972,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::199,
Pitch: -34.0907402,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::224,
Pitch: -34.2439346,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::247,
Pitch: -34.3500557,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::260,
Pitch: -34.4422340,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::280,
Pitch: -34.5427551,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::300,
Pitch: -34.6394310,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::319,
Pitch: -34.7179070,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::339,
Pitch: -34.8004112,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::362,
Pitch: -34.9895592,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::379,
Pitch: -35.0866661,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::399,
Pitch: -35.1855125,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::426,
Pitch: -35.2879219,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::445,
Pitch: -35.3957062,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::469,
Pitch: -35.4931526,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::480,
Pitch: -35.5859413,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::501,
Pitch: -35.7467880,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::534,
Pitch: -35.8240395,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::541,
Pitch: -35.9073410,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::564,
Pitch: -36.0051079,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::603,
Pitch: -36.1083679,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::604,
Pitch: -36.2080154,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::626,
Pitch: -36.3227119,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::656,
Pitch: -36.5114174,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::669,
Pitch: -36.6171532,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::681,
Pitch: -36.7204666,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::691,
Pitch: -36.7909813,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::726,
Pitch: -36.8866615,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::732,
Pitch: -36.9789696,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::758,
Pitch: -37.0540733,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::790,
Pitch: -37.1390533,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::800,
Pitch: -37.3124123,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::818,
Pitch: -37.3960075,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::846,
Pitch: -37.4873848,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::855,
Pitch: -37.5887718,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::883,
Pitch: -37.6778069,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::908,
Pitch: -37.7717056,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::920,
Pitch: -37.8628349,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::938,
Pitch: -38.0588913,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::970,
Pitch: -38.1313171,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::980,
Pitch: -38.2126465,,,,,,,,,,,,,,
2023/06/16/ 23:14:06::999,
Pitch: -38.2977409,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::020,
Pitch: -38.3921013,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::040,
Pitch: -38.4874458,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::051,
Pitch: -38.5843697,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::076,
Pitch: -38.7673874,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::102,
Pitch: -38.8531685,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::119,
Pitch: -38.9259186,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::139,
Pitch: -38.9964943,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::160,
Pitch: -39.0611687,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::177,
Pitch: -39.1416626,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::194,
Pitch: -39.2328606,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::223,
Pitch: -39.4171066,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::240,
Pitch: -39.5095100,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::256,
Pitch: -39.5976219,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::283,
Pitch: -39.6843414,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::297,
Pitch: -39.7482147,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::320,
Pitch: -39.8050842,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::341,
Pitch: -39.8857880,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::359,
Pitch: -40.0276489,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::378,
Pitch: -40.1227684,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::402,
Pitch: -40.1991577,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::419,
Pitch: -40.2878227,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::439,
Pitch: -40.3807831,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::474,
Pitch: -40.4761810,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::482,
Pitch: -40.5662613,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::497,
Pitch: -40.7256966,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::520,
Pitch: -40.8145409,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::546,
Pitch: -40.8999138,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::561,
Pitch: -40.9890747,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::594,
Pitch: -41.0769844,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::597,
Pitch: -41.1679535,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::616,
Pitch: -41.2427216,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::630,
Pitch: -41.4302673,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::661,
Pitch: -41.5177917,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::678,
Pitch: -41.6005974,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::724,
Pitch: -41.6714478,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::724,
Pitch: -41.7578392,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::741,
Pitch: -41.8353195,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::763,
Pitch: -41.9103851,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::785,
Pitch: -42.0292091,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::800,
Pitch: -42.0901909,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::826,
Pitch: -42.1540680,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::848,
Pitch: -42.2375145,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::863,
Pitch: -42.2967415,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::893,
Pitch: -42.3670349,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::914,
Pitch: -42.4350471,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::920,
Pitch: -42.5899544,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::944,
Pitch: -42.6701889,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::967,
Pitch: -42.7628326,,,,,,,,,,,,,,
2023/06/16/ 23:14:07::997,
Pitch: -42.8423615,,,,,,,,,,,,,,
2023/06/16/ 23:14:08::011,
Pitch: -42.9151878,,,,,,,,,,,,,,
2023/06/16/ 23:14:08::033,
Pitch: -42.9875832,,,,,,,,,,,,,,
2023/06/16/ 23:14:08::039,
Pitch: -43.0566864,,,,,,,,,,,,,,
2023/06/16/ 23:14:08::060,
Pitch: -43.2014656,,,,,,,,,,,,,,
2023/06/16/ 23:14:08::084,
Pitch: -43.2738533,,,,,,,,,,,,,,
2023/06/16/ 23:14:08::109,
Pitch: -43.3540306,,,,,,,,,,,,,,
2023/06/16/ 23:14:08::132,
Pitch: -43.3962288,,,,,,,,,,,,,,
2023/06/16/ 23:14:08::140,
Pitch: -43.4755402,,,,,,,,,,,,,,
2023/06/16/ 23:14:08::160,
Pitch: -43.5608826,,,,,,,,,,,,,,
2023/06/16/ 23:14:08::179,
Pitch: -43.6371994,,,,,,,,,,,,,,
2023/06/16/ 23:14:08::207,
Pitch: -43.7863770,,,,,,,,,,,,,,
2023/06/16/ 23:14:08::222,
Pitch: -43.8438034,,,,,,,,,,,,,,
2023/06/16/ 23:14:08::244,
Pitch: -43.9107704,,,,,,,,,,,,,,
2023/06/16/ 23:14:08::260,
Pitch: -43.9725571,,,,,,,,,,,,,,
2023/06/16/ 23:14:08::283,
Pitch: -44.0310745,,,,,,,,,,,,,,
