RX Date/Time,Pitch(field 1),Motor Setpoint(field 2),Pitch Error(field 3),Pitch Setpoint(field 4),Linear Acceleration(field 5),Acceleration Setpoint(field 6),Acceleration Error(field 7),Linear Speed(field 8),Linear Speed Setpoint(field 9),Linear Speed Error(field 10)
2023/06/17/ 15:01:27::028,
Pitch: -52.1613541,MotorSetpoint: 300.0000000,PitchError: 58.1937943,PitchSetpoint: 6.0000000,LinearAccel: 0.8621576,AccelSetpoint: 200.0000000,AccelError: 199.1378479,LinearSpeed: -299.9471436,speedSetpoint: 0.0000000,SpeedError: 299.9471436,
2023/06/17/ 15:01:27::028,
Pitch: -52.2324638,MotorSetpoint: 300.0000000,PitchError: 58.2324638,PitchSetpoint: 6.0000000,LinearAccel: 1.9236381,AccelSetpoint: 200.0000000,AccelError: 198.0763550,LinearSpeed: -300.0256042,speedSetpoint: 0.0000000,SpeedError: 300.0256042,
2023/06/17/ 15:01:27::028,
Pitch: -52.2832146,MotorSetpoint: 300.0000000,PitchError: 58.2832146,PitchSetpoint: 6.0000000,LinearAccel: 2.0127892,AccelSetpoint: 200.0000000,AccelError: 197.9872131,LinearSpeed: -300.0108643,speedSetpoint: 0.0000000,SpeedError: 300.0108643,
2023/06/17/ 15:01:27::029,
Pitch: -52.3191261,MotorSetpoint: 300.0000000,PitchError: 58.3191261,PitchSetpoint: 6.0000000,LinearAccel: 0.9256820,AccelSetpoint: 200.0000000,AccelError: 199.0743256,LinearSpeed: -300.0524597,speedSetpoint: 0.0000000,SpeedError: 300.0524597,
2023/06/17/ 15:01:27::029,
Pitch: -52.3640213,MotorSetpoint: 300.0000000,PitchError: 58.4106789,PitchSetpoint: 6.0000000,LinearAccel: -0.2986107,AccelSetpoint: 200.0000000,AccelError: 200.2986145,LinearSpeed: -300.1020813,speedSetpoint: 0.0000000,SpeedError: 300.1020813,
2023/06/17/ 15:01:27::029,
Pitch: -52.4532967,MotorSetpoint: 300.0000000,PitchError: 58.4532967,PitchSetpoint: 6.0000000,LinearAccel: -0.7840335,AccelSetpoint: 200.0000000,AccelError: 200.7840271,LinearSpeed: -300.0126038,speedSetpoint: 0.0000000,SpeedError: 300.0126038,
2023/06/17/ 15:01:28::740,
Pitch: -52.4759560,MotorSetpoint: 300.0000000,PitchError: 58.4759560,PitchSetpoint: 6.0000000,LinearAccel: -1.0598783,AccelSetpoint: 200.0000000,AccelError: 201.0598755,LinearSpeed: -300.0479431,speedSetpoint: 0.0000000,SpeedError: 300.0479431,
2023/06/17/ 15:01:28::740,
Pitch: -52.5185013,MotorSetpoint: 300.0000000,PitchError: 58.5185013,PitchSetpoint: 6.0000000,LinearAccel: -1.5179877,AccelSetpoint: 200.0000000,AccelError: 201.5179901,LinearSpeed: -300.0309448,speedSetpoint: 0.0000000,SpeedError: 300.0309448,
2023/06/17/ 15:01:28::742,
Pitch: -52.5519485,MotorSetpoint: 300.0000000,PitchError: 58.5861969,PitchSetpoint: 6.0000000,LinearAccel: -1.3971467,AccelSetpoint: 200.0000000,AccelError: 201.3971405,LinearSpeed: -300.0156555,speedSetpoint: 0.0000000,SpeedError: 300.0156555,
2023/06/17/ 15:01:28::742,
Pitch: -52.6279755,MotorSetpoint: 300.0000000,PitchError: 58.6279755,PitchSetpoint: 6.0000000,LinearAccel: -0.4776323,AccelSetpoint: 200.0000000,AccelError: 200.4776306,LinearSpeed: -300.0018921,speedSetpoint: 0.0000000,SpeedError: 300.0018921,
2023/06/17/ 15:01:28::742,
Pitch: -52.6615143,MotorSetpoint: 300.0000000,PitchError: 58.6615143,PitchSetpoint: 6.0000000,LinearAccel: 0.2335860,AccelSetpoint: 200.0000000,AccelError: 199.7664185,LinearSpeed: -299.9773254,speedSetpoint: 0.0000000,SpeedError: 299.9773254,
2023/06/17/ 15:01:28::742,
Pitch: -52.6920013,MotorSetpoint: 300.0000000,PitchError: 58.6920013,PitchSetpoint: 6.0000000,LinearAccel: 0.3397011,AccelSetpoint: 200.0000000,AccelError: 199.6602936,LinearSpeed: -300.0039673,speedSetpoint: 0.0000000,SpeedError: 300.0039673,
2023/06/17/ 15:01:28::742,
Pitch: -52.7304230,MotorSetpoint: 300.0000000,PitchError: 58.7304230,PitchSetpoint: 6.0000000,LinearAccel: 0.4970742,AccelSetpoint: 200.0000000,AccelError: 199.5029297,LinearSpeed: -299.9791870,speedSetpoint: 0.0000000,SpeedError: 299.9791870,
2023/06/17/ 15:01:28::742,
Pitch: -52.7866211,MotorSetpoint: 300.0000000,PitchError: 58.7866211,PitchSetpoint: 6.0000000,LinearAccel: 0.7816064,AccelSetpoint: 200.0000000,AccelError: 199.2183990,LinearSpeed: -299.9873657,speedSetpoint: 0.0000000,SpeedError: 299.9873657,
2023/06/17/ 15:01:28::742,
Pitch: -52.8220139,MotorSetpoint: 300.0000000,PitchError: 58.8220139,PitchSetpoint: 6.0000000,LinearAccel: 0.5844042,AccelSetpoint: 200.0000000,AccelError: 199.4155884,LinearSpeed: -299.9276428,speedSetpoint: 0.0000000,SpeedError: 299.9276428,
2023/06/17/ 15:01:28::742,
Pitch: -52.8456993,MotorSetpoint: 300.0000000,PitchError: 58.8456993,PitchSetpoint: 6.0000000,LinearAccel: 0.0061065,AccelSetpoint: 200.0000000,AccelError: 199.9938965,LinearSpeed: -299.9104919,speedSetpoint: 0.0000000,SpeedError: 299.9104919,
2023/06/17/ 15:01:28::742,
Pitch: -52.8807869,MotorSetpoint: 300.0000000,PitchError: 58.9212914,PitchSetpoint: 6.0000000,LinearAccel: -0.1006789,AccelSetpoint: 200.0000000,AccelError: 200.1006775,LinearSpeed: -299.9560242,speedSetpoint: 0.0000000,SpeedError: 299.9560242,
2023/06/17/ 15:01:28::742,
Pitch: -52.9510078,MotorSetpoint: 300.0000000,PitchError: 58.9510078,PitchSetpoint: 6.0000000,LinearAccel: 0.7053331,AccelSetpoint: 200.0000000,AccelError: 199.2946625,LinearSpeed: -299.9177246,speedSetpoint: 0.0000000,SpeedError: 299.9177246,
2023/06/17/ 15:01:28::742,
Pitch: -52.9781723,MotorSetpoint: 300.0000000,PitchError: 58.9781723,PitchSetpoint: 6.0000000,LinearAccel: 1.5965741,AccelSetpoint: 200.0000000,AccelError: 198.4034271,LinearSpeed: -299.9747314,speedSetpoint: 0.0000000,SpeedError: 299.9747314,
2023/06/17/ 15:01:28::742,
Pitch: -53.0211487,MotorSetpoint: 300.0000000,PitchError: 59.0211487,PitchSetpoint: 6.0000000,LinearAccel: 1.3651437,AccelSetpoint: 200.0000000,AccelError: 198.6348572,LinearSpeed: -300.0382385,speedSetpoint: 0.0000000,SpeedError: 300.0382385,
2023/06/17/ 15:01:28::742,
Pitch: -53.0663414,MotorSetpoint: 300.0000000,PitchError: 59.0663414,PitchSetpoint: 6.0000000,LinearAccel: 0.2448696,AccelSetpoint: 200.0000000,AccelError: 199.7551270,LinearSpeed: -300.0100403,speedSetpoint: 0.0000000,SpeedError: 300.0100403,
2023/06/17/ 15:01:28::742,
Pitch: -53.1262703,MotorSetpoint: 300.0000000,PitchError: 59.1262703,PitchSetpoint: 6.0000000,LinearAccel: -0.8946939,AccelSetpoint: 200.0000000,AccelError: 200.8946991,LinearSpeed: -299.9480591,speedSetpoint: 0.0000000,SpeedError: 299.9480591,
2023/06/17/ 15:01:28::742,
Pitch: -53.1483345,MotorSetpoint: 300.0000000,PitchError: 59.1483345,PitchSetpoint: 6.0000000,LinearAccel: -1.9550608,AccelSetpoint: 200.0000000,AccelError: 201.9550629,LinearSpeed: -299.9227600,speedSetpoint: 0.0000000,SpeedError: 299.9227600,
2023/06/17/ 15:01:28::742,
Pitch: -53.1748276,MotorSetpoint: 300.0000000,PitchError: 59.1748276,PitchSetpoint: 6.0000000,LinearAccel: -2.2950048,AccelSetpoint: 200.0000000,AccelError: 202.2949982,LinearSpeed: -300.0097656,speedSetpoint: 0.0000000,SpeedError: 300.0097656,
2023/06/17/ 15:01:28::742,
Pitch: -53.2214622,MotorSetpoint: 300.0000000,PitchError: 59.2500801,PitchSetpoint: 6.0000000,LinearAccel: -0.7365059,AccelSetpoint: 200.0000000,AccelError: 200.7365112,LinearSpeed: -299.9783020,speedSetpoint: 0.0000000,SpeedError: 299.9783020,
2023/06/17/ 15:01:28::742,
Pitch: -53.2811356,MotorSetpoint: 300.0000000,PitchError: 59.2811356,PitchSetpoint: 6.0000000,LinearAccel: 1.3798965,AccelSetpoint: 200.0000000,AccelError: 198.6201019,LinearSpeed: -300.0109558,speedSetpoint: 0.0000000,SpeedError: 300.0109558,
2023/06/17/ 15:01:28::742,
Pitch: -53.3144226,MotorSetpoint: 300.0000000,PitchError: 59.3144226,PitchSetpoint: 6.0000000,LinearAccel: 1.3074603,AccelSetpoint: 200.0000000,AccelError: 198.6925354,LinearSpeed: -299.9976807,speedSetpoint: 0.0000000,SpeedError: 299.9976807,
2023/06/17/ 15:01:28::742,
Pitch: -53.3476486,MotorSetpoint: 300.0000000,PitchError: 59.3476486,PitchSetpoint: 6.0000000,LinearAccel: -0.5130157,AccelSetpoint: 200.0000000,AccelError: 200.5130157,LinearSpeed: -299.9857178,speedSetpoint: 0.0000000,SpeedError: 299.9857178,
2023/06/17/ 15:01:28::742,
Pitch: -53.3767853,MotorSetpoint: 300.0000000,PitchError: 59.4186478,PitchSetpoint: 6.0000000,LinearAccel: -1.3147225,AccelSetpoint: 200.0000000,AccelError: 201.3147278,LinearSpeed: -300.0420227,speedSetpoint: 0.0000000,SpeedError: 300.0420227,
2023/06/17/ 15:01:28::742,
Pitch: -53.4654808,MotorSetpoint: 300.0000000,PitchError: 59.4654808,PitchSetpoint: 6.0000000,LinearAccel: -0.4655479,AccelSetpoint: 200.0000000,AccelError: 200.4655457,LinearSpeed: -300.0256348,speedSetpoint: 0.0000000,SpeedError: 300.0256348,
2023/06/17/ 15:01:28::742,
Pitch: -53.4948425,MotorSetpoint: 300.0000000,PitchError: 59.4948425,PitchSetpoint: 6.0000000,LinearAccel: 0.3486018,AccelSetpoint: 200.0000000,AccelError: 199.6513977,LinearSpeed: -300.0108643,speedSetpoint: 0.0000000,SpeedError: 300.0108643,
2023/06/17/ 15:01:28::742,
Pitch: -53.5266838,MotorSetpoint: 300.0000000,PitchError: 59.5266838,PitchSetpoint: 6.0000000,LinearAccel: -0.0099107,AccelSetpoint: 200.0000000,AccelError: 200.0099182,LinearSpeed: -299.9366150,speedSetpoint: 0.0000000,SpeedError: 299.9366150,
2023/06/17/ 15:01:28::742,
Pitch: -53.5449142,MotorSetpoint: 300.0000000,PitchError: 59.5775833,PitchSetpoint: 6.0000000,LinearAccel: -0.9329515,AccelSetpoint: 200.0000000,AccelError: 200.9329529,LinearSpeed: -299.9551392,speedSetpoint: 0.0000000,SpeedError: 299.9551392,
2023/06/17/ 15:01:28::742,
Pitch: -53.5775833,MotorSetpoint: 300.0000000,PitchError: 59.6180000,PitchSetpoint: 6.0000000,LinearAccel: -0.7979175,AccelSetpoint: 200.0000000,AccelError: 200.7979126,LinearSpeed: -300.0144958,speedSetpoint: 0.0000000,SpeedError: 300.0144958,
2023/06/17/ 15:01:28::742,
